technology,parameter,value,unit,source,further description,currency_year
nh3_pem,fuel,114.43338,USD/MWhel,"Own calculations based on Pfennig, M., Böttger, D., Häckner, B., Geiger, D., Zink, C., Bisevic, A. et al. (2022). Global GIS-based potential analysis and cost assessment of Power-to-X fuels in 2050. https://doi.org/10.48550/arXiv.2208.1488. and Ram M., Galimova T., Bogdanov D., Fasihi M., Gulagi A., Breyer C., Micheli M., Crone K. (2020). Powerfuels in a Renewable Energy World - Global volumes, costs, and trading 2030 to 2050. Lappeenranta, Berlin.: LUT University; Deutsche Energie-Agentur GmbH (dena).",,2018.0
nuclear,FOM,1.27,%/year,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","U.S. specific costs including newly commissioned Vogtle plant, average of range and currency converted, i.e. (131.5+152.75)/2 USD/kW_e / (1.09 USD/EUR) relative to investment costs.",2023.0
nuclear,VOM,4.58938,USD/MWh_e,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","U.S. specific costs including newly commissioned Vogtle plant, average of range and currency converted, i.e. (4.25+5)/2 USD/kW_e / (1.09 USD/EUR) .",2023.0
nuclear,efficiency,0.326,p.u.,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","Based on heat rate of 10.45 MMBtu/MWh_e and 3.4095 MMBtu/MWh_th, i.e. 1/(10.45/3.4095) = 0.3260.",2023.0
nuclear,fuel,2.74,USD/MWhth,IRP2023,,2023.0
nuclear,investment,11121660.0,USD/MW_e,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.","U.S. specific costs including newly commissioned Vogtle plant, average of range and currency converted, i.e. (8475+13925)/2 USD/kW_e / (1.09 USD/EUR) .",2023.0
nuclear,lifetime,40.0,years,"Lazard's levelized cost of energy analysis - version 16.0 (2023): https://www.lazard.com/media/typdgxmm/lazards-lcoeplus-april-2023.pdf , pg. 49 (Levelized Cost of Energy - Key Assumptions), accessed: 2023-12-14.",,2023.0
offwind,FOM,2.17089,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx","21 Offshore turbines:  Fixed O&M [EUR/MW_e/y, 2020]",2020.0
offwind,VOM,0.02739,USD/MWhel,RES costs made up to fix curtailment order, from old pypsa cost assumptions,2015.0
offwind,investment,1996986.68032,"USD/MW_e, 2020","Danish Energy Agency, technology_data_for_el_and_dh.xlsx","21 Offshore turbines:  Nominal investment [MEUR/MW_e, 2020] grid connection costs substracted from investment costs",2020.0
offwind,lifetime,30.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",21 Offshore turbines:  Technical lifetime [years],2020.0
offwind-ac-connection-submarine,investment,3676.95528,USD/MW/km,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,2015.0
offwind-ac-connection-underground,investment,1837.79292,USD/MW/km,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,2015.0
offwind-ac-station,investment,342360.82669,USD/MWel,DEA https://ens.dk/en/our-services/projections-and-models/technology-data, from old pypsa cost assumptions,2015.0
offwind-dc-connection-submarine,investment,2738.88661,USD/MW/km,DTU report based on Fig 34 of https://ec.europa.eu/energy/sites/ener/files/documents/2014_nsog_report.pdf, from old pypsa cost assumptions,2015.0
offwind-dc-connection-underground,investment,1369.44331,USD/MW/km,Haertel 2017; average + 13% learning reduction, from old pypsa cost assumptions,2015.0
offwind-dc-station,investment,547777.3227,USD/MWel,Haertel 2017; assuming one onshore and one offshore node + 13% learning reduction, from old pypsa cost assumptions,2015.0
offwind-float,FOM,1.305,%/year,https://doi.org/10.1016/j.adapen.2021.100067,,2020.0
offwind-float,investment,2290554.82425,USD/MWel,https://doi.org/10.1016/j.adapen.2021.100067,,2020.0
offwind-float,lifetime,20.0,years,C. Maienza 2020 A life cycle cost model for floating offshore wind farms,,2020.0
offwind-float-connection-submarine,investment,2741.6255,USD/MW/km,DTU report based on Fig 34 of https://ec.europa.eu/energy/sites/ener/files/documents/2014_nsog_report.pdf,,2014.0
offwind-float-connection-underground,investment,1345.1869,USD/MW/km,Haertel 2017, average + 13% learning reduction,2017.0
offwind-float-station,investment,538074.75865,USD/MWel,Haertel 2017, assuming one onshore and one offshore node + 13% learning reduction,2017.0
oil,CO2 intensity,0.25714,tCO2/MWh_th,Stoichiometric calculation with 44 GJ/t diesel and -CH2- approximation of diesel,,
oil,FOM,2.42309,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Fixed O&M,2015.0
oil,VOM,8.21666,USD/MWh,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Variable O&M,2015.0
oil,efficiency,0.35,per unit,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx","50 Diesel engine farm:  Electricity efficiency, annual average",2015.0
oil,fuel,50.9,USD/MWhth,own assumption based on WEO2023, Border price,2023.0
oil,investment,462529.47685,USD/MW,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Specific investment,2015.0
oil,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",50 Diesel engine farm:  Technical lifetime,2015.0
onwind,FOM,1.18168,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Fixed O&M,2015.0
onwind,VOM,1.68236,USD/MWh,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Variable O&M,2015.0
onwind,investment,1328792.40927,USD/MW,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Nominal investment ,2015.0
onwind,lifetime,30.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",20 Onshore turbines:  Technical lifetime,2015.0
onwind IEC class 1,FOM,4.0,%/year,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
onwind IEC class 1,investment,1135109.05898,USD/MW_el,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
onwind IEC class 1,lifetime,20.0,years,eigene Annahmen,,2017.0
onwind IEC class 3,FOM,4.0,%/year,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
onwind IEC class 3,investment,1247660.84662,USD/MW_el,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
onwind IEC class 3,lifetime,20.0,years,"eigene Annahmen; and
eigene Annahmen ",,2017.0
organic rankine cycle,FOM,2.0,%/year,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551","Both for flash, binary and ORC plants. See Supplemental Material for details",2020.0
organic rankine cycle,electricity-input,0.12,MWh_el/MWh_th,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551; Breede et al. 2015: Overcoming challenges in the classification of deep geothermal potential, https://eprints.gla.ac.uk/169585/","Heat-input, Electricity-output. This is a rough estimate, depends on input temperature, implies ~150 C.",2020.0
organic rankine cycle,investment,1780679.90857,USD/MW_el,Tartiere and Astolfi 2017: A world overview of the organic Rankine cycle market,"Low rollout complicates the estimation, compounded by a dependence both on plant size and temperature, converted from 1500 USD/kW using currency conversion 1.09 USD = 1 EUR.",2020.0
organic rankine cycle,lifetime,30.0,years,"Aghahosseini, Breyer 2020: From hot rock to useful energy: A global estimate of enhanced geothermal systems potential, https://www.sciencedirect.com/science/article/pii/S0306261920312551",,2020.0
ror,FOM,2.0,%/year,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2015.0
ror,efficiency,0.9,per unit,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2015.0
ror,investment,4415758.19522,USD/MWel,DIW DataDoc http://hdl.handle.net/10419/80348, from old pypsa cost assumptions,2010.0
ror,lifetime,80.0,years,IEA2010, from old pypsa cost assumptions,2015.0
seawater RO desalination,electricity-input,0.003,MWHh_el/t_H2O,"Caldera et al. (2016): Local cost of seawater RO desalination based on solar PV and windenergy: A global estimate. (https://doi.org/10.1016/j.desal.2016.02.004), Fig. 4.",Desalination using SWRO. Assume medium salinity of 35 Practical Salinity Units (PSUs) = 35 kg/m^3.,
seawater desalination,FOM,4.0,%/year,"Caldera U, Bogdanov D, Afanasyeva S, Breyer C. Role of seawater desalination in the Management of an Integrated Water and 100% Renewable Energy Based Power Sector in Saudi Arabia. Water 2018;10(1):3.",,2015.0
seawater desalination,electricity-input,0.004,MWh/m^3,"Caldera U, Bogdanov D, Afanasyeva S, Breyer C. Role of seawater desalination in the Management of an Integrated Water and 100% Renewable Energy Based Power Sector in Saudi Arabia. Water 2018;10(1):3.",Energy requirement only comes from pump use; pumps are mature technology,2015.0
seawater desalination,investment,32403.13547,USD/(m^3-H2O/h),"Caldera et al 2017: Learning Curve for Seawater Reverse Osmosis Desalination Plants: Capital Cost Trend of the Past, Present, and Future (https://doi.org/10.1002/2017WR021402), Table 4.",,2015.0
seawater desalination,lifetime,30.0,years,"Caldera U, Bogdanov D, Afanasyeva S, Breyer C. Role of seawater desalination in the Management of an Integrated Water and 100% Renewable Energy Based Power Sector in Saudi Arabia. Water 2018;10(1):3.",,2015.0
seawater desalination KSA,investment,16186.81989,USD/m3/h,"Caldera U, Bogdanov D, Afanasyeva S, Breyer C. Role of seawater desalination in the Management of an Integrated Water and 100% Renewable Energy Based Power Sector in Saudi Arabia. Water 2018;10(1):3.",,2015.0
shipping fuel methanol,CO2 intensity,0.2482,t_CO2/MWh_th,-,Based on stochiometric composition.,2020.0
shipping fuel methanol,fuel,93.17511,USD/MWh_th,"Based on (source 1) Hampp et al (2022), https://arxiv.org/abs/2107.01092, and (source 2): https://www.methanol.org/methanol-price-supply-demand/; both accessed: 2022-12-03.",400 EUR/t assuming range roughly in the long-term range for green methanol (source 1) and late 2020+beyond values for grey methanol (source 2).,2020.0
solar,FOM,2.03961,%/year,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop' and 50% 'solar-utility',2020.0
solar,VOM,0.01369,USD/MWhel,RES costs made up to fix curtailment order, from old pypsa cost assumptions,2015.0
solar,investment,226501150.62542,USD/MW_e,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop' and 50% 'solar-utility',2020.0
solar,lifetime,32.5,years,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop' and 50% 'solar-utility',2020.0
solar-rooftop,FOM,1.57922,%/year,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop commercial' and 50% 'solar-rooftop residential',2020.0
solar-rooftop,discount rate,0.04,per unit,standard for decentral, from old pypsa cost assumptions,2015.0
solar-rooftop,investment,714780.86855,USD/MW_e,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop commercial' and 50% 'solar-rooftop residential',2020.0
solar-rooftop,lifetime,40.0,years,Calculated. See 'further description'.,Mixed investment costs based on average of 50% 'solar-rooftop commercial' and 50% 'solar-rooftop residential',2020.0
solar-rooftop commercial,FOM,1.77261,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Fixed O&M [2020-EUR/MW_e/y],2020.0
solar-rooftop commercial,investment,565791.50338,USD/MW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Nominal investment [2020-MEUR/MW_e],2020.0
solar-rooftop commercial,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV commercial:  Technical lifetime [years],2020.0
solar-rooftop residential,FOM,1.38583,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Fixed O&M [2020-EUR/MW_e/y],2020.0
solar-rooftop residential,investment,863770.23372,USD/MW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Nominal investment [2020-MEUR/MW_e],2020.0
solar-rooftop residential,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Rooftop PV residential:  Technical lifetime [years],2020.0
solar-utility,FOM,2.5,%/year,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
solar-utility,investment,470142.82037,USD/MW_el,Own assumption based on IRENA (2018): Renewable Power Generation Costs in 2017. International Renewable Energy Agency. Abu Dhabi,,2017.0
solar-utility,lifetime,25.0,years,eigene Annahmen,,2017.0
solar-utility single-axis tracking,FOM,2.4972,%/year,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV tracker:  Fixed O&M [2020-EUR/MW_e/y],2020.0
solar-utility single-axis tracking,investment,476761.48678,USD/MW_e,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV tracker:  Nominal investment [2020-MEUR/MW_e],2020.0
solar-utility single-axis tracking,lifetime,40.0,years,"Danish Energy Agency, technology_data_for_el_and_dh.xlsx",22 Utility-scale PV tracker:  Technical lifetime [years],2020.0
solid biomass,CO2 intensity,0.36667,tCO2/MWh_th,Stoichiometric calculation with 18 GJ/t_DM LHV and 50% C-content for solid biomass,,
solid biomass,fuel,17.66303,USD/MWh_th,"JRC ENSPRESO ca avg for MINBIOWOOW1 (secondary forest residue wood chips), ENS_Ref for 2040",,2010.0
solid biomass boiler steam,FOM,6.22727,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Fixed O&M,2019.0
solid biomass boiler steam,VOM,3.71139,USD/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Variable O&M,2019.0
solid biomass boiler steam,efficiency,0.895,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","311.1e Steam boiler Wood:  Total efficiency, net, annual average",2019.0
solid biomass boiler steam,investment,716736.60419,USD/MW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Nominal investment,2019.0
solid biomass boiler steam,lifetime,25.0,years,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Technical lifetime,2019.0
solid biomass boiler steam CC,FOM,6.22727,%/year,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Fixed O&M,2019.0
solid biomass boiler steam CC,VOM,3.71139,USD/MWh,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Variable O&M,2019.0
solid biomass boiler steam CC,efficiency,0.895,per unit,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx","311.1e Steam boiler Wood:  Total efficiency, net, annual average",2019.0
solid biomass boiler steam CC,investment,716736.60419,USD/MW,"Danish Energy Agency, technology_data_for_industrial_process_heat.xlsx",311.1e Steam boiler Wood:  Nominal investment,2019.0
